node_id,asset_label,latitude,longitude
Virtual_Node_029,E4/E20 N Saltskog (143) - Moraberg (144) - Virtual Sensor,59.34408633101793,18.021640473536344
Virtual_Node_030,Nyboda (Södertäljevägen till Årstalänken) - Virtual Sensor,59.256732066035205,18.017397928675816
Virtual_Node_031,E4/E20 N Karlberg (163) – Norrtull (164) - Virtual Sensor,59.346507176304236,18.16320211095049
Virtual_Node_032,E18 O Barkarbybron - Hjulsta (156) - Virtual Sensor,59.27658385978997,18.047219544933352
Virtual_Node_033,Stjärntunneln - Virtual Sensor,59.25970825487765,18.147009311035422
Virtual_Node_034,Nord-Sydaxeln S Blekholmstunneln - Virtual Sensor,59.40112168596054,18.09482772519945
Virtual_Node_035,Kallebäck - Årbo - Virtual Sensor,59.403801125291935,18.12756226070833
Virtual_Node_036,75 V Avfart Huddingevägen - utfart Södra länken (Årstatunneln) - Virtual Sensor,59.37864357569864,18.06912741862104
Virtual_Node_037,Frescatimotet - Ekhagenrondellen - Virtual Sensor,59.29803820306774,18.083980776925273
Virtual_Node_038,E20 V Avfart Roslagsvägen till avfart Roslagstull (Norrtullstunneln) - Virtual Sensor,59.264927538241025,18.067103538763774
Virtual_Node_039,E4/E20 N Hallinge - Salem (145) - Virtual Sensor,59.358777284241945,18.00764859755961
Virtual_Node_040,E4/E20 N Bornsjön - Sjön Aspen - Virtual Sensor,59.31972439899834,18.113090423052302
Virtual_Node_041,Kosmostunneln - Virtual Sensor,59.268826117575166,18.024754472488173
Virtual_Node_042,E4/E20 S Sjön Aspen - Bornsjön - Virtual Sensor,59.32852830561781,17.973463193286292
Virtual_Node_043,E4 N Rotebro Norra - Virtual Sensor,59.254802163378436,18.097694459181433
Virtual_Node_044,Ekhagenrondellen - Frescatimotet - Virtual Sensor,59.39479126433261,18.00402213588141
Virtual_Node_045,Bagartunneln - Virtual Sensor,59.29070479705601,18.156691716870583
Virtual_Node_046,E18 O Ärvinge (159) - Rinkeby (158) - Virtual Sensor,59.35530356549664,18.159385715400518
Virtual_Node_047,Yxtunneln - Virtual Sensor,59.299173772174306,18.15157287804409
Virtual_Node_048,Rinkeby (Kymlingelänken till Ulvsundavägen) - Virtual Sensor,59.33251088338845,18.04263174005109
Virtual_Node_049,Ekhagenrondellen – Bergshamra - Virtual Sensor,59.33677364469493,17.971691323305773
Virtual_Node_050,E4/E20 N Fittja (147) - Vårby (148) - Virtual Sensor,59.278876712884085,18.154263712517544
Virtual_Node_051,E4/E20 S Gröndal (157) - Nybohov (156) - Virtual Sensor,59.404433540442334,18.054236829663463
Virtual_Node_052,E4 N Norrsunda - Virtual Sensor,59.373321251737785,18.161930963808732
Virtual_Node_053,Björktunneln - Virtual Sensor,59.39961983065027,18.16132399541785
Virtual_Node_054,E4 N Järva krog (169) - Sörentorp (170) - Virtual Sensor,59.392472376068426,18.13920189109347
Virtual_Node_055,75 V Avfart Nynäsvägen - avfart Huddingevägen (Årstatunneln) - Virtual Sensor,59.34496399660978,18.027489778413916
Virtual_Node_056,E4 N Kista (171) - Tureberg (172) - Virtual Sensor,59.396799877603705,18.045619545720385
Virtual_Node_057,E4 S Kista (171) - Sörentorp (170) - Virtual Sensor,59.26345880032831,18.13882733430337
Virtual_Node_058,Silvertunneln 03-01 - Virtual Sensor,59.280657257987066,18.031984401031256
Virtual_Node_059,E18 V Tensta (157) - Hjulsta (156) - Virtual Sensor,59.25653636622569,18.00249854933722
Virtual_Node_060,Nord-Sydaxeln S Gullmarsplan - Sofielundsplan - Virtual Sensor,59.30135285292213,18.07996025249167
Virtual_Node_061,E4/E20 N Sjön Aspen - Hallunda S (146) - Virtual Sensor,59.31148836635032,18.155830954832155
Virtual_Node_062,E4/E20 N Västberga (154) - Nyboda (155) - Virtual Sensor,59.292715845083826,18.107805959334996
Virtual_Node_063,E4/E20 S Trafikplats Karlberg (163) - Virtual Sensor,59.381898001464315,18.082612234017873
Virtual_Node_064,E18 V Kista (160) - Ärvinge (159) - Virtual Sensor,59.30638053227098,17.988035298754152
Virtual_Node_065,Trafikplats Bergshamra (Norrtäljevägen till Bergshamravägen) - Virtual Sensor,59.294249521549986,18.091601445339833
Virtual_Node_066,E4/E20 N Nyboda (Södertäljevägen till Essingeleden) - Virtual Sensor,59.33613137330532,18.166610770020853
Virtual_Node_067,Nord-Sydaxeln S Tegelbacken - Infart Söderledstunneln - Virtual Sensor,59.27184787599597,17.996616803047306
Virtual_Node_068,Talltunneln - Virtual Sensor,59.37765151692065,18.072265930472746
Virtual_Node_069,273 N Arlanda - Virtual Sensor,59.26122810298877,18.14407461438559
Virtual_Node_070,E4/E20 N Västertorp (153) - Västberga (154) - Virtual Sensor,59.407201909856084,18.11675372355084
Virtual_Node_071,222 V Nacka - infart Sicklatunneln - Virtual Sensor,59.37285916308747,18.108003148199053
Virtual_Node_072,E20 O Påfart Roslagsvägen - Hjorthagsavfarten (Rymdtunneln) - Virtual Sensor,59.281094509045474,18.109096816797422
Virtual_Node_073,Nyboda (Essingeleden till Årstalänken) - Virtual Sensor,59.25018353873978,18.04049823024395
Virtual_Node_074,E4 S Tureberg (172) - Kista (171) - Virtual Sensor,59.37977382855278,18.0273183688529
Virtual_Node_075,E4 S Upplands Väsby - Virtual Sensor,59.36239717501562,18.130472231095702
Virtual_Node_076,E20 V Påfart Roslagsvägen till avfart Uppsalavägen (Norrtullstunneln) - Virtual Sensor,59.36594114688656,18.130622678935836
Virtual_Node_077,Vattugatan - Centralbron S - Virtual Sensor,59.37270325546975,18.14201446371602
Virtual_Node_078,265 V Arningevägen - Bergtorpsvägen (Löttingetunneln mot E4) - Virtual Sensor,59.26114714427746,18.151248110511293
Virtual_Node_079,226 N Silvertunneln 07-04 - Virtual Sensor,59.306654516567086,18.070868479772187
Virtual_Node_080,E18 V Rinkeby (158) - Tensta (157) - Virtual Sensor,59.26783904952402,18.06890325893744
Virtual_Node_081,Soltunneln - Virtual Sensor,59.387396548140096,18.128259035793356
Virtual_Node_082,Murartunneln - Virtual Sensor,59.34902770029241,18.098592786155553
Virtual_Node_083,E18 O Tensta (157) - Rinkeby (158) - Virtual Sensor,59.30224368397643,18.10899337545154
Virtual_Node_084,226 S Guldtunneln 04-07 - Virtual Sensor,59.25946933604577,18.12775853388722
Virtual_Node_085,73 N Sandsborgsplan - Sofielundsplan - Virtual Sensor,59.29905717147451,18.146601068363513
Virtual_Node_086,E4/E20 S Sjön Tullan - Moraberg (144) - Virtual Sensor,59.301329331524286,18.03619903137031
Virtual_Node_087,E22 Trafikplats Lund S(sydväst) - Trafikplats Kronetorp N(nordöst) - Virtual Sensor,59.36603698853409,18.04371659052799
Virtual_Node_088,E4 S Haga Norra (167) - Haga Södra (165) - Virtual Sensor,59.35130919541684,17.987396387968175
Virtual_Node_089,E4/E20 S Vårby (148)-Fittja (147) - Virtual Sensor,59.391254038812214,18.084256028199235
Virtual_Node_090,E4/E20 S Fittja (147) – Hallunda N (146a) - Virtual Sensor,59.32485438802591,17.97578845475935
Virtual_Node_091,Trafikplats Bergshamra (Bergshamravägen till Norrtäljevägen) - Virtual Sensor,59.268435079350134,18.061719603626493
Virtual_Node_092,E4 N Rotebro Trafikplats - Virtual Sensor,59.36341916595568,18.077128926941516
Virtual_Node_093,Guldtunneln 01-03 - Virtual Sensor,59.371025607778705,18.02590825042566
Virtual_Node_094,279 N Rinkeby (Ulvsundavägen till Kymlingelänken) - Virtual Sensor,59.33910435161112,18.086766652113802
Virtual_Node_095,E4 N Trafikplats Märsta - Virtual Sensor,59.37265474879273,17.97470004998781
Virtual_Node_096,E20 Trafikplats Saltskog (Strängnäsvägen till Södertäljevägen) - Virtual Sensor,59.328307295418306,17.97606963774984
Virtual_Node_097,E18 V Kista (Uppsalavägen N till Kymlingelänken) - Virtual Sensor,59.33293725270112,18.13312011213193
Virtual_Node_098,Nyboda (Årstalänken till Södertäljevägen) - Virtual Sensor,59.317706562937374,18.040638128282254
Virtual_Node_099,E4 N Haga Södra (165) - Linvävartorpet (166) - Virtual Sensor,59.25336706027906,17.994012102530377
Virtual_Node_100,265 O Bergtorpsvägen-Arningevägen (Löttingetunneln mot E18) - Virtual Sensor,59.26656262831893,18.07304865201096
Virtual_Node_101,E4/E20 S Hallunda S (146b) – Sjön Aspen - Virtual Sensor,59.25432866970988,18.122598710619723
Virtual_Node_102,Avfart Hammarby sjöstad - Hammarbyrondellen - Virtual Sensor,59.35112566580221,18.011764205499368
Virtual_Node_103,E4/E20 S Nyboda (Essingeleden till Södertäljevägen) - Virtual Sensor,59.299596956972216,18.0931780951638
Virtual_Node_104,E4/E20 N Hallunda N (146a) - Fittja (147) - Virtual Sensor,59.330671310586354,17.985669492998753
Virtual_Node_105,Hjulsta (156) mot Enköping - Virtual Sensor,59.394510635828176,17.97893634423372
Virtual_Node_106,E20 V Ropsten till Värtan - Virtual Sensor,59.289186756663824,18.07487092631363
Virtual_Node_107,Avfart till Sicklarondellen - Virtual Sensor,59.3149612676857,18.07672702432202
Virtual_Node_108,Sotartunneln - Virtual Sensor,59.37018818216689,18.09608598029964
Virtual_Node_109,Galaxtunneln - Virtual Sensor,59.28590770647866,18.11381826674453
Virtual_Node_110,E4 S Haga Södra (165) – Infart Karolinertunneln - Virtual Sensor,59.26161678557261,18.163770415892508
Virtual_Node_111,E4/E20 S Moraberg (144) - Saltskog (143) - Virtual Sensor,59.295660232466204,18.07186006966024
Virtual_Node_112,E18 O Kista (Kymlingelänken till Uppsalavägen S) - Virtual Sensor,59.27509540596064,18.03319129458825
Virtual_Node_113,Nord-Sydaxeln S Barnhusbron - Blekholmstunneln - Virtual Sensor,59.398051624374816,18.127637238953742
Virtual_Node_114,E4/E20 Trafikplats Pampas (162) - Virtual Sensor,59.37859926073031,18.022766450252416
Virtual_Node_115,Nord-Sydaxeln N Sofielundsplan - Gullmarsplan - Virtual Sensor,59.35064460104167,18.056394284141128
Virtual_Node_116,75 O Nyboda - Infart Södra länken (Årstalänken) - Virtual Sensor,59.38873369443004,17.984291276268454
Virtual_Node_117,E4/E20 N Nybohov (156) - Gröndal (157) - Virtual Sensor,59.37788753230386,17.97367014868309
Virtual_Node_118,279 N Rinkeby (Ulvsundavägen till Hjulstavägen) - Virtual Sensor,59.27915120942177,18.161129682935584
Virtual_Node_119,E20 O Påfart Roslagstull till påfart Roslagsvägen (Gärdestunneln) - Virtual Sensor,59.3921094397584,18.13579602410244
Virtual_Node_120,Centralbron - Infart Klaratunneln - Virtual Sensor,59.335594758706506,18.10779484121874
Virtual_Node_121,E4 S Sörentorp (170) - Järva krog (169) - Virtual Sensor,59.37849042482625,18.050390588882856
Virtual_Node_122,"E6, Norr Bäckebolsmotet - Tingstadstunneln - Virtual Sensor",59.392674607987765,18.003258864014168
Virtual_Node_123,E4 S Stora Väsby - Virtual Sensor,59.3001805559955,17.999887408534217
Virtual_Node_124,Skeppartunneln mot Sofielundsplan - Virtual Sensor,59.26690830792443,18.01864857963292
Virtual_Node_125,75 O Avfart Sickla - Värmdöleden (Nackatunneln) - Virtual Sensor,59.28576962600671,18.078445332941225
Virtual_Node_126,Nord-Sydaxeln S Avfart Folkungatan - Avfart Skanstull - Virtual Sensor,59.317637246180205,18.11151918454001
Virtual_Node_127,E4 S Järva krog (169) - Haga Norra (167) - Virtual Sensor,59.3801823625476,18.100639475343545
Virtual_Node_128,E4/E20 N Sjön Tullan - Hallinge - Virtual Sensor,59.38701689332102,18.02458677938919
Virtual_Node_129,E20 V Värtan - Hjorthagspåfarten - Virtual Sensor,59.25041234088499,18.15957305613264
Virtual_Node_130,E4/E20 N Fredhäll (160) - Tomteboda (162) - Virtual Sensor,59.331019568412415,18.116179383339155
Virtual_Node_131,E18 O Hjulsta (156) - Tensta (157) - Virtual Sensor,59.31608576050381,18.07947081050228
Virtual_Node_132,Kista (Kymlingelänken till Uppsalavägen N) - Virtual Sensor,59.28483724967532,18.09094414924687
Virtual_Node_133,E4/E20 S Nyboda (155) - Västberga (154) - Virtual Sensor,59.268478458773394,18.05252001248556
Virtual_Node_134,Nord-Sydaxeln S Johanneshovsbron - Virtual Sensor,59.303318427424585,18.018146197900233
Virtual_Node_135,E4 S Norrsunda - Virtual Sensor,59.40016555262601,18.039794535730252
Virtual_Node_136,E20 O Avfart Roslagsvägen till påfart Roslagstull (Gärdestunneln) - Virtual Sensor,59.30101246912332,18.120169222092873
Virtual_Node_137,E4/E20 S Fredhäll (160) - Gröndal (157) - Virtual Sensor,59.33230649947894,17.971478697725953
Virtual_Node_138,Bergshamra – Ekhagenrondellen - Virtual Sensor,59.36178303342323,17.991814528101383
Virtual_Node_139,Bronstunneln - Virtual Sensor,59.30748073638069,17.97780052840435
Virtual_Node_140,E20 O Hjorthagsavfarten till Värtan - Virtual Sensor,59.40478513323536,17.976745760463793
Virtual_Node_141,Planettunneln - Virtual Sensor,59.40329156719074,18.139692116802202
Virtual_Node_142,E4/E20 N Salem (145) - Bornsjön - Virtual Sensor,59.28958516733206,18.109331571876005
Virtual_Node_143,Avfart Årstalänken - Åbyrondellen - Virtual Sensor,59.328859760942784,18.063434765817465
Virtual_Node_144,Trafikplats Bergshamra (Bergshamravägen till Norrtäljevägen) - Virtual Sensor,59.297440529570686,17.9881668321302
Virtual_Node_145,E4 N Haga Södra (165) - Haga Norra (167) - Virtual Sensor,59.2948744791004,18.066923175023366
Virtual_Node_146,E4 N Trafikplats Bredden - Virtual Sensor,59.25520191157673,18.063294354156113
Virtual_Node_147,E18 O Tpl Hjulsta (156) mot Kista - Virtual Sensor,59.34683029343679,18.003240373982003
Virtual_Node_148,273 S Arlanda - Virtual Sensor,59.32972864371662,18.055370329847594
Virtual_Node_149,Roslagstunneln - Virtual Sensor,59.257536600200005,18.048300946879476
Virtual_Node_150,E4 N Trafikplats Glädjen - Virtual Sensor,59.29388343427786,18.091770019610443
Virtual_Node_151,E4/E20 S Bornsjön – Salem (145) - Virtual Sensor,59.39462254175467,18.09561873017353
Virtual_Node_152,279 N Rissne - Rinkeby - Virtual Sensor,59.28762990250672,17.97766080195441
Virtual_Node_153,E4/E20 S Hallunda N (146a) – Hallunda S (146b) - Virtual Sensor,59.272483179534596,18.043522522925294
Virtual_Node_154,Tångtunneln - Virtual Sensor,59.32761244164441,18.093771983142847
Virtual_Node_155,E4 S Viby - Virtual Sensor,59.4070040726577,18.06922725171602
Virtual_Node_156,E22 Trafikplats Kronetorp N(sydväst) -Trafikplats Lund S(sydväst) - Virtual Sensor,59.28802884344184,18.139897968237666
Virtual_Node_157,E4 S Rotebro Trafikplats - Virtual Sensor,59.35684168758495,18.100338726323788
Virtual_Node_158,E4/E20 S Hallinge - Sjön Tullan - Virtual Sensor,59.3711591384526,18.001186885416285
Virtual_Node_159,E4/E20 N Hallunda S (146b) - Hallunda N (146a) - Virtual Sensor,59.28732200703879,17.982713749480087
Virtual_Node_160,E20 O Gärdestunneln (avfart E4 till påfart Uppsalavägen) - Virtual Sensor,59.3658146157779,18.097083855641262
Virtual_Node_161,Nyboda (Årstalänken till Essingeleden) - Virtual Sensor,59.308145301235086,17.973902262108325
Virtual_Node_162,E4 N Upplands Väsby - Virtual Sensor,59.35046893289498,18.085755116254692
Virtual_Node_163,E4 S Rotebro Norra - Virtual Sensor,59.350664753721745,18.15664604828499
Virtual_Node_164,265 V Tunberget-Häggvik - Virtual Sensor,59.335023949451966,18.083694835575177
Virtual_Node_165,E4/E20 N Trafikplats Karlberg Södra - Virtual Sensor,59.26374636320871,18.046233985241305
Virtual_Node_166,Sågtunneln - Virtual Sensor,59.38294839929428,18.097257643688472
Virtual_Node_167,Måntunneln - Virtual Sensor,59.30062481039548,18.0602505780983
Virtual_Node_168,75 O Avfart Huddingevägen - avfart Gullmarsplan (Hammarbytunneln) - Virtual Sensor,59.27914296166398,18.07772335786319
Virtual_Node_169,E18 V Rinkeby (Kymlingelänken till Hjulstavägen) - Virtual Sensor,59.25582402264877,18.156892961755304
Virtual_Node_170,E4 S Trafikplats Märsta - Virtual Sensor,59.34384287091012,18.045820527560156
Virtual_Node_171,E4/E20 N Tomteboda (162) - Karlberg (163) - Virtual Sensor,59.35771029789477,18.160838112764782
Virtual_Node_172,Nord-Sydaxeln N Utfart Söderledstunneln - Tegelbacken - Virtual Sensor,59.25195405262846,18.149670128391215
Virtual_Node_173,Vattugatan - Centralbron N - Virtual Sensor,59.33123488932789,18.007758226957858
Virtual_Node_174,Målartunneln - Virtual Sensor,59.285539324031674,17.982472260175033
Virtual_Node_175,Nord-Sydaxeln N Infart Söderledstunneln - Påfart Götgatan - Virtual Sensor,59.35252764646552,17.988755600275486
Virtual_Node_176,Trafikplats Bergshamra (Roslagsvägen till Norrtäljevägen) - Virtual Sensor,59.277198628640804,17.97224436513031
Virtual_Node_177,E4 S Eugeniatunneln – Karlberg (163) - Virtual Sensor,59.3598500380964,17.987488592151184
Virtual_Node_178,E4/E20 S Västberga (154) - Västertorp (153) - Virtual Sensor,59.31117765540809,18.10520135468327
Virtual_Node_179,E20 O Påfart Uppsalavägen till avfart Roslagsvägen (Gärdestunneln) - Virtual Sensor,59.39917679819788,17.982837729692047
Virtual_Node_180,Trafikplats Bergshamra (Norrtäljevägen till Roslagsvägen) - Virtual Sensor,59.27130335106336,18.032395126058752
Virtual_Node_181,Trafikplats Bergshamra (Bergshamravägen till Roslagsvägen) - Virtual Sensor,59.30387061616805,18.13757506219389
Virtual_Node_182,E4/E20 N Gröndal (157) - Lilla Essingen - Virtual Sensor,59.267455763398495,17.973254387147165
Virtual_Node_183,E4/E20 S Nybohov (156) - Nyboda (155) - Virtual Sensor,59.397250978924575,18.131493696517786
Virtual_Node_184,E18 O Rinkeby (158) - Ärvinge (159) - Virtual Sensor,59.38967429654096,18.02497095495468
Virtual_Node_185,E18 O Rinkeby (Hjulstavägen till Kymlingelänken) - Virtual Sensor,59.290570660434426,17.99223296552433
Virtual_Node_186,Nord-Sydaxeln N Tegelbacken - Klarabergsviadukten - Virtual Sensor,59.354897447365474,18.10794743307283
Virtual_Node_187,E4/E20 N Nyboda (155) - Nybohov (156) - Virtual Sensor,59.380055552032196,18.094388569355978
Virtual_Node_188,E4 N Haga Norra (167) - Järva krog (169) - Virtual Sensor,59.338132129855914,18.14409440270541
Virtual_Node_189,75 O Avfart Gullmarsplan - avfart Nynäsvägen (Hammarbytunneln) - Virtual Sensor,59.33404409253696,18.11561420876078
Virtual_Node_190,E4/E20 N Moraberg (144) - Sjön Tullan - Virtual Sensor,59.28799636654408,18.12929618607697
Virtual_Node_191,E45 Centrum - Järntorget - Virtual Sensor,59.26419644284895,18.02500691451426
Virtual_Node_192,75 O Åbyrondellen - infart Hammarbytunneln - Virtual Sensor,59.39285452127253,18.004087908755945
Virtual_Node_193,E20 V Avfart Roslagstull till påfart Roslagsvägen (Norrtullstunneln) - Virtual Sensor,59.39336688914614,18.11872295032817
Virtual_Node_194,E4 N Trafikplats Kista - Virtual Sensor,59.35059623316373,18.129966947853454
Virtual_Node_195,Skeppartunneln mot väg 73 - Virtual Sensor,59.303544766567796,18.166701028400134
Virtual_Node_196,Stallmästartunneln - Virtual Sensor,59.30517353193803,18.051123535382285
